job_slot_id,job_id,company_id,job_type,working_hours_type,working_hours_normalised,normalized_city,location_normalised,job_type_id,total_credit_used,redeemed_at,expires_at,deactivated_at,gold_application_count,application_sent_count,normalised_planned_hires
60244,15088977,420765,security,full_time,Fulltime,Worms,Urban,51,1300,,,,4,14,1
60257,17386743,4084,sales,full_time_part_time,Fulltime,Berlin,Large city,128,1300,,,,9,19,1
60295,17306884,189294,messenger,full_time,Fulltime,Ansbach,Rural,100,1300,,,,5,12,1
60297,17307774,189294,messenger,full_time,Fulltime,Amberg,Rural,100,1300,,,,9,31,1
60306,17315152,189294,production_worker,part_time,Parttime,Nürnberg,Large city,161,1300,,,,8,27,1
60319,17352773,478887,messenger,full_time_part_time,Fulltime,Mühldorf am Inn,Rural,100,1300,,,,14,33,1
60321,17328832,490105,clerk,full_time_part_time,Fulltime,Berlin,Large city,67,1300,,,,9,14,1
60243,17353147,199696,pedagogue,full_time_part_time,Fulltime,Bad Oeynhausen,Urban,163,1300,,,,4,15,1
60339,2622748,4361,fitness_trainer,full_time,Fulltime,Berlin,Large city,86,1300,,,,13,16,1
60344,16702897,4836,technician,full_time,Fulltime,Bocholt,Urban,158,1300,,,,14,9,1
60345,16691123,4836,technician,full_time,Fulltime,Delitzsch,Rural,158,1300,,,,13,22,1
60346,16636050,4836,real_estate_agent,full_time_part_time,Fulltime,Düsseldorf,Large city,113,1300,,,,10,22,1
59201,17158096,205015,construction_leader,full_time,Fulltime,Glauchau,Urban,269,1300,,,,0,29,1
57465,15277346,425736,baker,full_time,Fulltime,Frankfurt am Main,Large city,61,1300,,,,12,4,1
57466,15361428,425736,shift_supervisor,full_time,Fulltime,Frankfurt am Main,Large city,33,1300,,,,1,15,1
60296,17396423,3007,professional_driver,full_time,Fulltime,Gera,Urban,166,1300,,,,12,19,1
60311,17439251,3007,electrician,full_time,Fulltime,Gera,Urban,80,1300,,,,7,14,1
59851,17284123,220008,project_manager,full_time,Fulltime,Düsseldorf,Large city,112,1300,,,,7,8,1
60223,13899016,298465,chef,full_time,Fulltime,Roth,Densification,3,1300,,,,10,15,1
60247,17287368,199696,caregiver,full_time_part_time,Fulltime,Bad Oeynhausen,Urban,129,1300,,,,10,36,1
60248,17288668,199696,pedagogue,full_time_part_time,Fulltime,Lübbecke,Urban,163,1300,,,,8,24,1
60258,17385031,297726,ux_designer,full_time,Fulltime,,Large city,156,1300,,,,1,32,1
60260,17385002,297726,hr_manager,part_time,Parttime,,Large city,146,1300,,,,15,3,1
60228,17382252,208415,craftsman,full_time,Fulltime,Würzburg,Large city,46,1500,,,,3,32,1
60305,17303952,189294,mechatronics_engineer,full_time,Fulltime,Nürnberg,Large city,279,1500,,,,0,26,1
60309,16678323,208415,craftsman,full_time_part_time,Fulltime,Kalbach,Densification,46,1500,,,,3,32,1
60323,17333021,490105,accountant,full_time_part_time,Fulltime,Berlin,Large city,138,1500,,,,9,38,1
59882,17059423,371521,customer_support,full_time,Fulltime,Berlin,Large city,14,1500,,,,9,31,1
59927,17106811,371521,customer_support,full_time,Fulltime,Berlin,Large city,14,1500,,,,6,25,1
60202,17327909,40129,train_driver,full_time,Fulltime,Berlin,Large city,266,1500,,,,9,8,1
60235,17383566,328649,installer,full_time,Fulltime,Magdeburg,Large city,275,1500,,,,0,21,1
60273,17384596,385876,inventory_manager,full_time_part_time,Fulltime,Hamburg,Large city,16,1600,,,,0,23,1
60275,17397741,385876,inventory_manager,full_time_part_time,Fulltime,Norderstedt,Densification,16,1600,,,,0,21,1
60302,17315041,189294,delivery_driver,full_time,Fulltime,Nürnberg,Large city,15,1600,,,,14,20,1
60255,17387971,297074,pedagogue,full_time_part_time,Fulltime,Schleiz,Rural,163,1800,,,,7,31,1
60303,17315045,189294,inventory_manager,part_time,Parttime,Nürnberg,Large city,16,1900,,,,2,4,1
59770,16730139,105764,sales_clerk,part_time,Parttime,Anröchte,Urban,2,800,,,,5,4,1
60227,16695802,477764,office_assistant,full_time,Fulltime,Berlin,Large city,53,1000,,,,9,39,1
60300,17231876,491627,inventory_manager,full_time,Fulltime,Heppenheim,Urban,16,770,,,,15,26,1
58793,17075937,483862,sales_agent,full_time_part_time,Fulltime,Wuppertal,Large city,45,700,,,,5,17,1
60342,16708233,475389,service_person,full_time_part_time,Fulltime,Lüdenscheid,Urban,137,700,,,,3,40,1
60313,17342946,495175,promoter,full_time_part_time,Fulltime,Aachen,Urban,41,700,,,,8,27,1
60332,17283241,491923,sales_clerk,full_time_part_time,Fulltime,München,Large city,2,700,,,,12,20,1
60189,17297520,362885,marketing_manager,full_time,Fulltime,Schwetzingen,Urban,135,1000,,,,4,39,1
57387,15840069,445257,banker,full_time,Fulltime,Augsburg,Large city,62,1000,,,,2,3,1
60256,17343400,315631,mechatronics_engineer,full_time,Fulltime,Neustrelitz,Rural,279,1000,,,,5,7,1
60284,17272770,469907,sales_clerk,full_time,Fulltime,Paderborn,Urban,2,1000,,,,3,36,1
60293,17383568,496952,marketing_manager,part_time,Parttime,Neu-Isenburg,Urban,135,1000,,,,3,39,1
57580,16731843,471542,machine_operator,full_time,Fulltime,Roth,Densification,267,1000,,,,7,16,1
57582,16731849,478883,sales,full_time,Fulltime,Düsseldorf,Large city,128,1000,,,,0,7,1
60298,17204752,489372,banker,full_time_part_time,Fulltime,Hannover,Urban,62,1000,,,,2,28,1
60328,17288663,491923,butcher,full_time,Fulltime,München,Large city,164,1000,,,,4,37,1
60208,17342609,496249,service_person,full_time_part_time,Fulltime,Böblingen,Urban,137,1300,,,,14,22,1
57562,16728108,478681,callcenter_agent,full_time,Fulltime,Hamburg,Large city,64,1300,,,,12,9,1
60334,17288511,491923,sales_clerk,full_time_part_time,Fulltime,München,Large city,2,1300,,,,5,21,1
60220,17352815,495166,branch_manager,full_time,Fulltime,Eckernförde,Densification,35,1500,,,,0,23,1
59989,16658218,465392,messenger,full_time_part_time,Fulltime,Hamburg,Large city,100,2000,,,,5,29,1
60307,16658232,465392,messenger,full_time_part_time,Fulltime,Hamburg,Large city,100,2000,,,,10,5,1
60340,17393577,498021,sales_clerk,full_time_part_time,Fulltime,Berlin,Large city,2,700,,,,13,8,1
60186,17303841,4157,sales_clerk,part_time,Parttime,Neumarkt in der Oberpfalz,Rural,2,400,,,,6,4,1
60187,16806216,4157,sales_clerk,part_time,Parttime,München,Large city,2,400,,,,12,38,1
60157,16693705,2513,kitchen_assistant,full_time,Fulltime,Mülheim an der Ruhr,Large city,5,400,,,,3,3,1
60174,17333022,4822,inventory_manager,part_time,Parttime,Dortmund,Large city,16,450,,,,7,15,1
60181,17333024,4822,inventory_manager,part_time,Parttime,Meppen,Rural,16,450,,,,14,14,1
60182,11024051,4822,inventory_manager,part_time,Parttime,Westerkappeln,Urban,16,450,,,,2,23,1
60070,17315380,3786,sales_clerk,full_time_part_time,Fulltime,Halle,Large city,2,701,,,,11,28,1
60184,17272265,202395,sales_clerk,full_time,Fulltime,Husum,Rural,2,700,,,,4,12,1
60065,17326110,3453,sales_clerk,full_time_part_time,Fulltime,Waren,Rural,2,700,,,,14,5,1
60154,17338545,4823,sales_clerk,full_time_part_time,Fulltime,Hückelhoven,Urban,2,700,,,,15,37,1
60158,17328828,3818,office_assistant,part_time,Parttime,Delmenhorst,Densification,53,700,,,,12,11,1
60163,17339759,196681,retail_salesman,part_time,Parttime,Köln,Large city,126,700,,,,0,38,1
60164,17339760,196681,retail_salesman,part_time,Parttime,Bonn,Large city,126,700,,,,8,31,1
60171,16350607,3453,sales_clerk,full_time_part_time,Fulltime,Schwerin,Densification,2,700,,,,8,7,1
60172,17339765,3453,office_assistant,full_time,Fulltime,Waren,Rural,53,700,,,,11,4,1
59935,16708256,3237,inventory_manager,full_time,Fulltime,Sinsheim,Urban,16,700,,,,6,27,1
60121,17315381,106394,callcenter_agent,full_time,Fulltime,Leipzig,Large city,64,700,,,,12,15,1
60153,508071,3203,inventory_manager,full_time,Fulltime,Unna,Urban,16,700,,,,14,33,1
59832,33976,3506,sales_clerk,full_time_part_time,Fulltime,Lübben (Spreewald),Rural,2,700,,,,9,32,1
60173,17339784,73742,logistics_manager,full_time,Fulltime,Villingen-Schwenningen,Urban,165,700,,,,14,8,1
60176,15092777,126486,security,part_time,Parttime,Schallstadt,Urban,51,700,,,,7,36,1
57335,16695745,3781,sales_clerk,part_time,Parttime,Frankenthal,Urban,2,700,,,,6,10,1
60073,17315379,3786,branch_manager,full_time,Fulltime,Halle,Large city,35,700,,,,10,11,1
60156,16693707,2513,kitchen_assistant,full_time,Fulltime,Mülheim an der Ruhr,Large city,5,700,,,,10,22,1
60161,17315044,489383,production_worker,full_time,Fulltime,Heilbronn,Large city,161,700,,,,7,8,1
60162,17315043,489383,production_worker,full_time,Fulltime,Karlsruhe,Large city,161,700,,,,12,23,1
60180,1742965,26159,messenger,full_time,Fulltime,Lübeck,Large city,100,700,,,,0,28,1
60094,15947571,2915,branch_manager,full_time_part_time,Fulltime,München,Large city,35,700,,,,2,28,1
60096,17048003,2915,sales_clerk,full_time_part_time,Fulltime,Offenburg,Urban,2,700,,,,4,13,1
60098,15947591,2915,sales_clerk,full_time_part_time,Fulltime,Deggendorf,Rural,2,700,,,,12,34,1
60099,15947575,2915,sales_clerk,full_time_part_time,Fulltime,München,Large city,2,700,,,,4,13,1
60100,15947611,2915,sales_clerk,full_time_part_time,Fulltime,Bayreuth,Rural,2,700,,,,10,39,1
60102,15947589,2915,sales_clerk,full_time_part_time,Fulltime,Leipzig,Large city,2,700,,,,14,24,1
60103,15947582,2915,sales_clerk,full_time_part_time,Fulltime,Sigmaringen,Densification,2,700,,,,7,30,1
60104,15560240,2915,sales_clerk,full_time_part_time,Fulltime,Nürnberg,Large city,2,700,,,,5,40,1
60193,17217451,4432,service_person,part_time,Parttime,Berlin,Large city,137,800,,,,7,12,1
60066,16729554,3401,clerk,full_time,Fulltime,Kempten,Rural,67,800,,,,14,28,1
60169,17307798,3401,hr_manager,full_time,Fulltime,Weißenfels,Densification,146,800,,,,0,13,1
60192,17217449,4432,waiter_waitress,part_time,Parttime,Berlin,Large city,7,800,,,,11,21,1
60194,17217452,4432,service_person,part_time,Parttime,Stuttgart,Large city,137,800,,,,8,14,1
60195,17225567,4432,service_person,part_time,Parttime,Dresden,Large city,137,800,,,,8,18,1
60086,17314329,42459,engineer,full_time_part_time,Fulltime,Berlin,Large city,277,1000,,,,5,6,1
60175,17284117,212511,inventory_manager,full_time,Fulltime,Gernsheim,Urban,16,1000,,,,11,28,1
60097,17326611,272810,craftsman,full_time,Fulltime,Krefeld,Large city,46,1000,,,,14,14,1
60101,17326632,272810,team_leader,full_time,Fulltime,Krefeld,Large city,151,1000,,,,8,35,1
60117,17327469,397544,branch_manager,full_time,Fulltime,Essen,Large city,35,1000,,,,1,22,1
60118,17327589,397544,branch_manager,full_time,Fulltime,Waltrop,Urban,35,1000,,,,2,35,1
60120,13449088,4639,professional_driver,full_time_part_time,Fulltime,Dortmund,Large city,166,1000,,,,8,19,1
60143,14342976,387358,caregiver,full_time_part_time,Fulltime,Langenlonsheim,Densification,129,1000,,,,14,15,1
60145,14342950,387358,caregiver,full_time_part_time,Fulltime,Kröv,Rural,129,1000,,,,6,18,1
59571,16659392,371406,electrician,full_time,Fulltime,Krefeld,Large city,80,1000,,,,5,19,1
60185,11222754,206050,mechatronics_engineer,full_time,Fulltime,Westerkappeln,Urban,279,1000,,,,6,18,1
60188,17208483,452726,installer,full_time,Fulltime,Nürnberg,Large city,275,1000,,,,2,14,1
60079,16862893,40130,train_dispatcher,full_time,Fulltime,Singen,Urban,265,1000,,,,15,3,1
60149,13892735,366328,electrician,full_time,Fulltime,Scheeßel,Rural,80,1000,,,,0,28,1
60155,16693710,2513,chef,full_time,Fulltime,Mülheim an der Ruhr,Large city,3,1000,,,,1,9,1
60116,17328211,2733,callcenter_agent,full_time_part_time,Fulltime,Bochum,Large city,64,1000,,,,7,33,1
60122,17333020,223977,shift_supervisor,full_time,Fulltime,Hamburg,Large city,33,1000,,,,10,40,1
60183,17272263,202395,retail_salesman,full_time,Fulltime,Husum,Rural,126,1000,,,,1,11,1
60179,13695432,2050,pedagogue,full_time_part_time,Fulltime,Berlin,Large city,163,1000,,,,5,33,1
60170,17184695,3083,logistics_manager,full_time,Fulltime,Neufahrn,Urban,165,1000,,,,12,28,1
60123,49137,3817,installer,full_time,Fulltime,Leipzig,Large city,275,1000,,,,1,33,1
60124,49141,3817,installer,full_time,Fulltime,Berlin,Large city,275,1000,,,,4,8,1
60125,1448002,3817,installer,full_time,Fulltime,Hamburg,Large city,275,1000,,,,1,32,1
60126,13526453,3817,installer,full_time,Fulltime,Erfurt,Large city,275,1000,,,,4,26,1
60127,13526462,3817,installer,full_time,Fulltime,Karlsruhe,Large city,275,1000,,,,6,7,1
60128,13526465,3817,installer,full_time,Fulltime,Magdeburg,Large city,275,1000,,,,3,26,1
60129,13537440,3817,installer,full_time,Fulltime,Mannheim,Large city,275,1000,,,,12,34,1
60130,13731102,3817,installer,full_time,Fulltime,Nürnberg,Large city,275,1000,,,,0,24,1
60131,13731123,3817,installer,full_time,Fulltime,Regensburg,Large city,275,1000,,,,9,16,1
60132,48032,3817,electrician,full_time,Fulltime,Berlin,Large city,80,1000,,,,3,30,1
60133,48272,3817,electrician,full_time,Fulltime,Ulm,Large city,80,1000,,,,6,37,1
60134,49138,3817,electrician,full_time,Fulltime,Leipzig,Large city,80,1000,,,,11,15,1
60135,8850052,3817,electrician,full_time,Fulltime,Köln,Large city,80,1000,,,,5,36,1
60136,13526436,3817,electrician,full_time,Fulltime,Erfurt,Large city,80,1000,,,,14,18,1
60137,13537429,3817,electrician,full_time,Fulltime,Koblenz,Large city,80,1000,,,,8,38,1
60138,15901430,3817,electrician,full_time,Fulltime,Frankfurt am Main,Large city,80,1000,,,,11,7,1
60139,13731069,3817,electrician,full_time,Fulltime,Nürnberg,Large city,80,1000,,,,7,38,1
60140,12807685,3817,electrician,full_time,Fulltime,Mannheim,Large city,80,1000,,,,4,40,1
60152,46089,3817,installer,full_time,Fulltime,Frankfurt am Main,Large city,275,1000,,,,4,14,1
60115,13991092,214717,mechatronics_engineer,full_time,Fulltime,Essen,Large city,279,1300,,,,14,21,1
60178,17297853,494177,craftsman,full_time,Fulltime,Ilsfeld,Urban,46,1300,,,,15,23,1
60059,17315997,196683,head_of_finance,full_time,Fulltime,Kiel,Large city,160,1300,,,,1,17,1
60090,17225263,2886,account_manager,full_time,Fulltime,Dortmund,Large city,150,1300,,,,4,37,1
60107,17326651,4530,purchaser,full_time,Fulltime,Frankfurt am Main,Large city,322,1300,,,,7,39,1
60108,17272262,251440,delivery_driver,full_time,Fulltime,Nordenham,Rural,15,1300,,,,8,29,1
60190,17325920,174148,operating_manager,full_time,Fulltime,Rheine,Urban,153,1300,,,,3,23,1
60159,17273715,4836,real_estate_agent,full_time,Fulltime,Freudenstadt,Densification,113,1300,,,,4,16,1
60060,14683454,190173,clerk,full_time_part_time,Fulltime,Berlin,Large city,67,1300,,,,8,38,1
60119,156113,4431,retail_salesman,full_time_part_time,Fulltime,Kirchlengern,Urban,126,1300,,,,10,13,1
57232,14160172,312786,sales_clerk,full_time_part_time,Fulltime,Weißenfels,Densification,2,1300,,,,12,11,1
60160,17297838,4836,accountant,full_time,Fulltime,Düsseldorf,Large city,138,1300,,,,11,3,1
60177,17328824,494247,accountant,full_time,Fulltime,Massing,Rural,138,1300,,,,8,31,1
60080,16862895,40130,train_dispatcher,full_time,Fulltime,Offenburg,Urban,265,1425,,,,6,8,1
60081,16862896,40130,train_dispatcher,full_time,Fulltime,Stuttgart,Large city,265,1425,,,,6,17,1
60110,17060152,312718,caregiver,full_time_part_time,Fulltime,Hainburg,Urban,129,1500,,,,12,13,1
60087,17326219,83925,production_worker,full_time_part_time,Fulltime,Zerbst/Anhalt,Densification,161,1600,,,,10,39,1
60088,17326479,83925,production_worker,full_time_part_time,Fulltime,Heilbad Heiligenstadt,Densification,161,1600,,,,4,32,1
57563,16708261,4375,chef,full_time_part_time,Fulltime,Golßen,Rural,3,1700,,,,12,17,1
60064,17303839,4157,sales_clerk,part_time,Parttime,Naila,Densification,2,400,,,,3,23,1
60165,17339761,4668,sales_clerk,part_time,Parttime,Sinsheim,Urban,2,400,,,,4,37,1
60095,15947580,2915,sales_clerk,full_time_part_time,Fulltime,Konstanz,Urban,2,700,,,,13,18,1
60144,17328932,366328,installer,full_time,Fulltime,Bad Freienwalde (Oder),Rural,275,1500,,,,14,20,1
60057,17303792,495171,waiter_waitress,part_time,Parttime,Berlin,Large city,7,400,,,,6,29,1
57421,16205061,461782,sales_clerk,part_time,Parttime,Wertheim,Rural,2,400,,,,3,32,1
57438,16283201,461782,inventory_manager,full_time_part_time,Fulltime,Schmallenberg,Densification,16,400,,,,0,22,1
59863,17144867,486197,customer_support,full_time,Fulltime,Berlin,Large city,14,700,,,,2,10,1
60055,13329939,341203,office_assistant,full_time,Fulltime,Berlin,Large city,53,700,,,,0,6,1
57341,16693709,477603,service_person,full_time_part_time,Fulltime,Overath,Urban,137,700,,,,1,9,1
57369,16693711,477609,office_assistant,full_time,Fulltime,Berlin,Large city,53,700,,,,0,39,1
60142,17162957,490124,sales_clerk,full_time,Fulltime,Siegen,Urban,2,700,,,,5,23,1
60191,17302731,495174,cashier,full_time_part_time,Fulltime,Köln,Large city,66,700,,,,10,19,1
60061,17315998,494018,sales_clerk,full_time_part_time,Fulltime,Hamburg,Large city,2,700,,,,14,8,1
60067,17288797,491647,installer,full_time,Fulltime,Fürth,Large city,275,1000,,,,12,40,1
60071,17287410,491324,security,full_time,Fulltime,Hamburg,Large city,51,1000,,,,12,35,1
60074,17326105,495551,operating_manager,full_time,Fulltime,Hamburg,Large city,153,1000,,,,3,8,1
60075,17282911,491643,installer,full_time,Fulltime,Kremperheide,Rural,275,1000,,,,13,37,1
57364,16581779,473810,caregiver,part_time,Parttime,Wetter (Ruhr),Urban,129,1000,,,,3,32,1
60105,17307782,495173,machine_operator,full_time,Fulltime,Schönsee,Rural,267,1000,,,,10,24,1
60141,17163210,490124,branch_manager,full_time,Fulltime,Siegen,Urban,35,1000,,,,4,3,1
57453,15594891,434775,accountant,full_time,Fulltime,Dortmund,Large city,138,1000,,,,6,6,1
57455,16708243,478120,electrician,full_time,Fulltime,Eppertshausen,Urban,80,1000,,,,12,33,1
60150,17315375,495592,team_leader,full_time,Fulltime,Essen,Large city,151,1000,,,,9,28,1
60063,16645629,471567,professional_driver,full_time,Fulltime,Köln,Large city,166,1300,,,,12,37,1
60089,17229817,489355,lawyer,full_time,Fulltime,,Large city,167,1300,,,,10,14,1
60113,17327794,480387,callcenter_agent,full_time,Fulltime,Halle,Large city,64,1300,,,,2,14,1
57432,16702549,477801,electrician,full_time,Fulltime,Lohfelden,Urban,80,1300,,,,2,6,1
60148,17315377,495592,mechatronics_engineer,full_time,Fulltime,Duisburg,Large city,279,1300,,,,10,24,1
60151,17315376,495592,sales_clerk,full_time,Fulltime,Aalen,Urban,2,1300,,,,13,17,1
60082,17326218,495594,callcenter_agent,full_time_part_time,Fulltime,Bremen,Large city,64,1300,,,,14,14,1
60077,17297858,478797,security,full_time,Fulltime,Frankfurt am Main,Large city,51,1500,,,,0,33,1
60091,17326480,495552,technician,full_time,Fulltime,Neuendettelsau,Rural,158,1500,,,,8,28,1
60167,17338658,495593,economist,full_time,Fulltime,,Large city,274,1600,,,,4,12,1
57451,16665565,476414,callcenter_agent,full_time_part_time,Fulltime,,Large city,64,1800,,,,7,27,1
59985,13484212,4053,sales_clerk,part_time,Parttime,Schönaich,Urban,2,400,,,,5,22,1
59982,13508060,4053,sales_clerk,part_time,Parttime,Böblingen,Urban,2,400,,,,11,20,1
59984,13484168,4053,cashier,part_time,Parttime,Böblingen,Urban,66,400,,,,9,3,1
59983,14642520,4053,sales_clerk,part_time,Parttime,Holzgerlingen,Urban,2,400,,,,10,28,1
59949,17296851,2675,inventory_manager,part_time,Parttime,Paderborn,Urban,16,200,,,,10,40,1
59950,17297258,2675,inventory_manager,part_time,Parttime,Frittlingen,Urban,16,200,,,,14,8,1
59952,17297260,2675,inventory_manager,part_time,Parttime,Nürnberg,Large city,16,200,,,,12,8,1
59958,17297271,2675,inventory_manager,part_time,Parttime,Braunschweig,Large city,16,200,,,,10,23,1
60013,17284147,49532,sales_clerk,part_time,Parttime,Göppingen,Urban,2,300,,,,5,4,1
59947,17289183,2675,messenger,full_time,Fulltime,Wallenhorst,Densification,100,300,,,,12,18,1
59948,17296057,2675,messenger,full_time,Fulltime,Karlsruhe,Large city,100,300,,,,14,31,1
59957,17297263,2675,mechatronics_engineer,full_time,Fulltime,Eschweiler,Urban,279,300,,,,4,21,1
60051,17220432,3682,inventory_manager,part_time,Parttime,Kitzingen,Densification,16,400,,,,14,33,1
60028,13591146,4822,inventory_manager,part_time,Parttime,Kürnach,Urban,16,450,,,,7,10,1
60029,16246630,4822,inventory_manager,part_time,Parttime,Kürnach,Urban,16,450,,,,6,35,1
60014,15757546,49532,branch_manager,full_time,Fulltime,Meißen,Densification,35,500,,,,12,24,1
60015,11352599,49532,branch_manager,full_time,Fulltime,Göppingen,Urban,35,500,,,,10,3,1
60016,12162969,49532,branch_manager,full_time,Fulltime,Göppingen,Urban,35,500,,,,8,20,1
60017,15757540,49532,branch_manager,full_time,Fulltime,Meißen,Densification,35,500,,,,3,22,1
59941,15025935,77561,service_person,full_time_part_time,Fulltime,Berlin,Large city,137,700,,,,15,16,1
59962,17272285,3117,inventory_manager,part_time,Parttime,Salzgitter,Large city,16,700,,,,0,14,1
59986,15474029,428996,office_assistant,full_time,Fulltime,Halle,Large city,53,700,,,,9,13,1
59987,15473258,428996,inventory_manager,full_time,Fulltime,Halle,Large city,16,700,,,,5,7,1
59990,17297857,4142,installer,full_time,Fulltime,Friedrichshafen,Urban,275,700,,,,0,7,1
59994,17297859,4823,sales_clerk,full_time_part_time,Fulltime,Zöllnitz,Densification,2,700,,,,10,25,1
60001,17298330,4142,installer,full_time,Fulltime,Friedrichshafen,Urban,275,700,,,,1,21,1
60002,17298677,4142,electrician,full_time,Fulltime,Friedrichshafen,Urban,80,700,,,,12,23,1
60003,17299426,4142,electrician,full_time,Fulltime,Friedrichshafen,Urban,80,700,,,,13,29,1
60005,17299579,104524,cleaner,full_time,Fulltime,Michelstadt,Urban,11,700,,,,10,18,1
60009,17299939,52766,technician,full_time,Fulltime,Rövershagen,Rural,158,700,,,,4,15,1
60019,17301869,460329,sales_clerk,full_time,Fulltime,Gilching,Urban,2,700,,,,1,22,1
60020,17181533,460329,sales_clerk,full_time_part_time,Fulltime,Murnau am Staffelsee,Rural,2,700,,,,5,25,1
60039,17298181,387539,mechanic,part_time,Parttime,Marienheide,Urban,99,700,,,,0,38,1
59967,17297657,2690,customer_support,full_time_part_time,Fulltime,Dortmund,Large city,14,700,,,,11,34,1
60037,17312278,223977,production_worker,part_time,Parttime,Hamburg,Large city,161,700,,,,12,5,1
60034,15390440,3445,service_person,full_time_part_time,Fulltime,Zweibrücken,Rural,137,700,,,,4,26,1
60031,13613110,3401,shift_supervisor,full_time,Fulltime,Rheda-Wiedenbrück,Urban,33,750,,,,5,7,1
60033,17307788,3162,security,full_time,Fulltime,Berlin,Large city,51,800,,,,14,3,1
59942,16205237,138216,pedagogue,part_time,Parttime,Ludwigshafen am Rhein,Large city,163,1000,,,,14,7,1
59963,17288794,190453,delivery_driver,full_time,Fulltime,Villingen-Schwenningen,Urban,15,1000,,,,1,14,1
59968,17288796,190453,messenger,full_time,Fulltime,Sankt Georgen,Urban,100,1000,,,,5,34,1
59976,14823980,407628,firefighter,full_time,Fulltime,Reutlingen,Urban,85,1000,,,,0,13,1
59977,16176100,407628,production_worker,full_time,Fulltime,Gärtringen,Urban,161,1000,,,,2,10,1
59988,17297854,3387,mechatronics_engineer,full_time,Fulltime,Sinsheim,Urban,279,1000,,,,0,6,1
60006,17300093,104524,cleaner,full_time,Fulltime,Michelstadt,Urban,11,1000,,,,9,25,1
60030,17303810,73732,facility_manager,full_time,Fulltime,Bad Wimpfen,Urban,82,1000,,,,14,20,1
60040,14946017,111080,inventory_manager,full_time,Fulltime,Dormagen,Urban,16,1000,,,,10,18,1
59864,12921406,328649,installer,full_time,Fulltime,Braunschweig,Large city,275,1000,,,,5,23,1
60018,8108931,134413,callcenter_agent,full_time_part_time,Fulltime,Mannheim,Large city,64,1000,,,,14,39,1
59951,13378083,2819,hr_manager,full_time,Fulltime,Lehrte,Urban,146,1000,,,,14,27,1
60021,17298613,3066,inventory_manager,part_time,Parttime,Neuhof,Densification,16,1000,,,,2,14,1
59960,17288798,482649,inventory_manager,full_time,Fulltime,Mülheim an der Ruhr,Large city,16,1300,,,,2,26,1
59965,17297455,129885,security,full_time,Fulltime,Hamburg,Large city,51,1300,,,,15,22,1
59969,17273707,3272,hr_manager,full_time,Fulltime,Berlin,Large city,146,1300,,,,3,5,1
59993,17297659,204053,delivery_driver,full_time,Fulltime,Bremen,Large city,15,1300,,,,4,36,1
60022,17273711,3272,software_developer,full_time,Fulltime,,Large city,142,1300,,,,8,22,1
60023,17273712,3272,software_developer,full_time,Fulltime,,Large city,142,1300,,,,5,17,1
60024,17273709,3272,software_developer,full_time,Fulltime,,Large city,142,1300,,,,10,16,1
59966,17297261,197194,service_person,full_time_part_time,Fulltime,Gronau (Westfalen),Urban,137,1300,,,,0,5,1
60035,17274748,251431,professional_driver,full_time,Fulltime,Stuttgart,Large city,166,1500,,,,4,19,1
60026,17283917,440727,software_developer,full_time,Fulltime,,Large city,142,1600,,,,13,15,1
59991,17297836,69855,caregiver,full_time_part_time,Fulltime,Wuppertal,Large city,129,1800,,,,14,29,1
60036,17273752,251431,inventory_manager,part_time,Parttime,Stuttgart,Large city,16,1900,,,,10,37,1
60025,17288872,4415,service_person,full_time_part_time,Fulltime,Mainz,Large city,137,400,,,,14,5,1
60032,16649335,2915,sales_clerk,full_time_part_time,Fulltime,Goslar,Densification,2,700,,,,10,38,1
59945,17289181,2675,inventory_manager,part_time,Parttime,Schkeuditz,Rural,16,200,,,,11,11,1
59946,17289182,2675,inventory_manager,part_time,Parttime,Paderborn,Urban,16,200,,,,10,31,1
59959,17297451,2675,inventory_manager,part_time,Parttime,Heppenheim,Urban,16,200,,,,7,9,1
59961,17297452,2675,inventory_manager,part_time,Parttime,Gießen,Urban,16,200,,,,13,17,1
60004,17200394,485613,sales,full_time,Fulltime,Achim,Densification,128,1000,,,,14,30,1
57317,16645223,475409,inventory_manager,full_time,Fulltime,Weilerswist,Urban,16,700,,,,7,7,1
57242,16646366,476006,sales_clerk,part_time,Parttime,Bruchköbel,Urban,2,400,,,,5,30,1
57228,16660090,2771,callcenter_agent,full_time_part_time,Fulltime,Düsseldorf,Large city,64,700,,,,3,29,1
59980,17283180,494274,office_assistant,full_time_part_time,Fulltime,Wendlingen am Neckar,Urban,53,700,,,,14,35,1
59981,17297835,475104,delivery_driver,full_time_part_time,Fulltime,Berlin,Large city,15,700,,,,15,29,1
60007,17297860,495172,receptionist,full_time_part_time,Fulltime,Moers,Urban,31,700,,,,9,27,1
57288,16691065,476658,hr_manager,part_time,Parttime,Essen,Large city,146,700,,,,1,3,1
60045,17314066,447818,sales_clerk,full_time,Fulltime,Burghausen,Urban,2,700,,,,7,25,1
57319,16645224,475409,production_worker,part_time,Parttime,Mönchengladbach,Large city,161,700,,,,0,30,1
59999,17229829,3497,service_person,full_time_part_time,Fulltime,Nürburg,Urban,137,700,,,,14,3,1
60041,17282912,494271,receptionist,full_time_part_time,Fulltime,Chieming,Rural,31,700,,,,8,31,1
59972,17225553,490916,marketing_manager,full_time,Fulltime,Berlin,Large city,135,1000,,,,13,32,1
